qv,q2,ex,nu,RTTOT,RLTOT,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS,QD
0.51636,0.005,0.51128,0.5115,0.023922,0.04783352,-0.0,0.0,0.02392179,0.04783352,2.134944e-07,0.0,0.0,0.0,1.1946420911843601e-37
0.51686,0.005,0.51178,0.512,0.02392802,0.04806911,-0.0,0.0,0.02392781,0.04806911,2.119011e-07,0.0,0.0,0.0,1.0804851251789505e-37
0.51736,0.005,0.51228,0.5125,0.02393541,0.04830394,-0.0,0.0,0.0239352,0.04830394,2.10317e-07,0.0,0.0,0.0,9.772370758245212e-38
0.51785,0.005,0.51278,0.513,0.02394174,0.04854104,-0.0,0.0,0.02394153,0.04854104,2.087421e-07,0.0,0.0,0.0,8.838554440879565e-38
0.51835,0.005,0.51328,0.5135,0.02394824,0.04877954,-0.0,0.0,0.02394803,0.04877954,2.071764e-07,0.0,0.0,0.0,7.993973597057638e-38
0.51884,0.005,0.51378,0.514,0.02395492,0.04901936,-0.0,0.0,0.02395472,0.04901936,2.056199e-07,0.0,0.0,0.0,7.230100596002403e-38
0.51934,0.005,0.51428,0.5145,0.02396178,0.04926045,-0.0,0.0,0.02396157,0.04926045,2.040725e-07,0.0,0.0,0.0,6.539222763124366e-38
0.51983,0.005,0.51478,0.515,0.02396877,0.0495028,-0.0,0.0,0.02396857,0.0495028,2.025343e-07,0.0,0.0,0.0,5.91436449473897e-38
0.52033,0.005,0.51528,0.5155,0.02397595,0.0497464,-0.0,0.0,0.02397575,0.0497464,2.010051e-07,0.0,0.0,0.0,5.349216816540689e-38
0.52082,0.005,0.51578,0.516,0.02398479,0.04998944,-0.0,0.0,0.02398459,0.04998944,1.994849e-07,0.0,0.0,0.0,4.838073674379654e-38
0.52132,0.005,0.51628,0.5165,0.02399228,0.05023421,-0.0,0.0,0.02399208,0.05023421,1.979738e-07,0.0,0.0,0.0,4.3757743138944173e-38
0.52181,0.005,0.51678,0.517,0.02399994,0.05048063,-0.0,0.0,0.02399974,0.05048063,1.964716e-07,0.0,0.0,0.0,3.957651167049627e-38
0.52231,0.005,0.51728,0.5175,0.02400778,0.05072847,-0.0,0.0,0.02400758,0.05072847,1.949784e-07,0.0,0.0,0.0,3.5794827192547905e-38
0.5228,0.005,0.51778,0.518,0.02401582,0.05097765,-0.0,0.0,0.02401563,0.05097765,1.934942e-07,0.0,0.0,0.0,3.2374508810413103e-38
0.5233,0.005,0.51828,0.5185,0.02402396,0.05122815,-0.0,0.0,0.02402377,0.05122815,1.920188e-07,0.0,0.0,0.0,2.928102433777819e-38
0.52379,0.005,0.51878,0.519,0.02403228,0.05147997,-0.0,0.0,0.02403209,0.05147997,1.905523e-07,0.0,0.0,0.0,2.648314160045868e-38
0.52429,0.005,0.51928,0.5195,0.0240408,0.05173308,-0.0,0.0,0.02404061,0.05173308,1.890946e-07,0.0,0.0,0.0,2.395261306521319e-38
0.52479,0.005,0.51978,0.52,0.02405126,0.05198435,-0.0,0.0,0.02405108,0.05198435,1.876457e-07,0.0,0.0,0.0,2.1663890608579895e-38
0.52528,0.005,0.52028,0.5205,0.02406007,0.05223875,-0.0,0.0,0.02405988,0.05223875,1.862055e-07,0.0,0.0,0.0,1.9593867545171103e-38
0.52578,0.005,0.52078,0.521,0.02406905,0.05249475,-0.0,0.0,0.02406886,0.05249475,1.847741e-07,0.0,0.0,0.0,1.7721645310141724e-38
0.52627,0.005,0.52128,0.5215,0.02407822,0.05275219,-0.0,0.0,0.02407803,0.05275219,1.833515e-07,0.0,0.0,0.0,1.6028322439575318e-38
0.52677,0.005,0.52178,0.522,0.02408756,0.05301103,-0.0,0.0,0.02408738,0.05301103,1.819374e-07,0.0,0.0,0.0,1.4496803717714542e-38
0.52726,0.005,0.52228,0.5225,0.02409702,0.05327123,-0.0,0.0,0.02409683,0.05327123,1.805321e-07,0.0,0.0,0.0,1.3111627563658708e-38
0.52776,0.005,0.52278,0.523,0.02410666,0.0535328,-0.0,0.0,0.02410648,0.0535328,1.791353e-07,0.0,0.0,0.0,1.185880991434448e-38
0.52825,0.005,0.52328,0.5235,0.02411869,0.05379334,-0.0,0.0,0.02411851,0.05379334,1.777471e-07,0.0,0.0,0.0,1.0725703027249627e-38
0.52875,0.005,0.52378,0.524,0.02412862,0.05405547,-0.0,0.0,0.02412845,0.05405547,1.763675e-07,0.0,0.0,0.0,9.700867776915396e-39
0.52924,0.005,0.52428,0.5245,0.02413873,0.05431967,-0.0,0.0,0.02413856,0.05431967,1.749964e-07,0.0,0.0,0.0,8.773958155689896e-39
0.52974,0.005,0.52478,0.525,0.02414903,0.05458549,-0.0,0.0,0.02414886,0.05458549,1.736337e-07,0.0,0.0,0.0,7.935616812321384e-39
0.53024,0.005,0.52528,0.5255,0.02415951,0.0548528,-0.0,0.0,0.02415934,0.0548528,1.722795e-07,0.0,0.0,0.0,7.177380573524095e-39
0.53073,0.005,0.52578,0.526,0.02417013,0.05512156,-0.0,0.0,0.02416996,0.05512156,1.709338e-07,0.0,0.0,0.0,6.49159499444435e-39
0.53123,0.005,0.52628,0.5265,0.02418089,0.05539176,-0.0,0.0,0.02418072,0.05539176,1.695964e-07,0.0,0.0,0.0,5.871337075146848e-39
0.53172,0.005,0.52678,0.527,0.02419185,0.05566336,-0.0,0.0,0.02419168,0.05566336,1.682674e-07,0.0,0.0,0.0,5.31034536270173e-39
0.53222,0.005,0.52728,0.5275,0.0242056,0.05593257,-0.0,0.0,0.02420544,0.05593257,1.669467e-07,0.0,0.0,0.0,4.80295673304542e-39
0.53271,0.005,0.52778,0.528,0.02421682,0.05620476,-0.0,0.0,0.02421666,0.05620476,1.656342e-07,0.0,0.0,0.0,4.3440492142399385e-39
0.53321,0.005,0.52828,0.5285,0.02422823,0.05647897,-0.0,0.0,0.02422806,0.05647897,1.643301e-07,0.0,0.0,0.0,3.928990273770738e-39
0.5337,0.005,0.52878,0.529,0.02423981,0.05675484,-0.0,0.0,0.02423965,0.05675484,1.630341e-07,0.0,0.0,0.0,3.5535900476971515e-39
0.5342,0.005,0.52928,0.5295,0.02425164,0.05703227,-0.0,0.0,0.02425148,0.05703227,1.617464e-07,0.0,0.0,0.0,3.2140590393807724e-39
0.5347,0.005,0.52978,0.53,0.02426348,0.05731122,-0.0,0.0,0.02426332,0.05731122,1.604668e-07,0.0,0.0,0.0,2.9069698606455473e-39
0.53519,0.005,0.53028,0.5305,0.02427553,0.05759166,-0.0,0.0,0.02427537,0.05759166,1.591954e-07,0.0,0.0,0.0,2.6292226290537315e-39
0.53569,0.005,0.53078,0.531,0.02428776,0.05787357,-0.0,0.0,0.0242876,0.05787357,1.57932e-07,0.0,0.0,0.0,2.3780136718942777e-39
0.53618,0.005,0.53128,0.5315,0.02430331,0.0581518,-0.0,0.0,0.02430316,0.0581518,1.566767e-07,0.0,0.0,0.0,2.1508072208783146e-39
0.53668,0.005,0.53178,0.532,0.0243158,0.05843411,-0.0,0.0,0.02431564,0.05843411,1.554294e-07,0.0,0.0,0.0,1.9453098117327486e-39
0.53717,0.005,0.53228,0.5325,0.02432847,0.05871851,-0.0,0.0,0.02432832,0.05871851,1.541902e-07,0.0,0.0,0.0,1.7594471301999817e-39
0.53767,0.005,0.53278,0.533,0.02434133,0.05900465,-0.0,0.0,0.02434118,0.05900465,1.529588e-07,0.0,0.0,0.0,1.5913430706532665e-39
0.53817,0.005,0.53328,0.5335,0.02435443,0.05929244,-0.0,0.0,0.02435428,0.05929244,1.517355e-07,0.0,0.0,0.0,1.4393007958819464e-39
0.53866,0.005,0.53378,0.534,0.02436753,0.0595818,-0.0,0.0,0.02436738,0.0595818,1.5052e-07,0.0,0.0,0.0,1.301785606806265e-39
0.53916,0.005,0.53428,0.5345,0.02438083,0.05987272,-0.0,0.0,0.02438068,0.05987272,1.493124e-07,0.0,0.0,0.0,1.1774094491598826e-39
0.53965,0.005,0.53478,0.535,0.02439433,0.06016517,-0.0,0.0,0.02439418,0.06016517,1.481126e-07,0.0,0.0,0.0,1.0649169007049563e-39
0.54015,0.005,0.53528,0.5355,0.02441175,0.06045279,-0.0,0.0,0.0244116,0.06045279,1.469206e-07,0.0,0.0,0.0,9.631724974976096e-40
0.54064,0.005,0.53578,0.536,0.02442548,0.06074529,-0.0,0.0,0.02442533,0.06074529,1.457364e-07,0.0,0.0,0.0,8.711492712396643e-40
0.54114,0.005,0.53628,0.5365,0.02443939,0.06104003,-0.0,0.0,0.02443925,0.06104003,1.445599e-07,0.0,0.0,0.0,7.879183819836624e-40
0.54164,0.005,0.53678,0.537,0.0244535,0.06133663,-0.0,0.0,0.02445336,0.06133663,1.433911e-07,0.0,0.0,0.0,7.126397415167952e-40
0.54213,0.005,0.53728,0.5375,0.02446787,0.06163496,-0.0,0.0,0.02446773,0.06163496,1.4223e-07,0.0,0.0,0.0,6.445535327535807e-40
0.54263,0.005,0.53778,0.538,0.02448219,0.06193494,-0.0,0.0,0.02448205,0.06193494,1.410765e-07,0.0,0.0,0.0,5.82972539513428e-40
0.54312,0.005,0.53828,0.5385,0.02449673,0.06223655,-0.0,0.0,0.02449659,0.06223655,1.399306e-07,0.0,0.0,0.0,5.272752092425315e-40
0.54362,0.005,0.53878,0.539,0.02451146,0.06253976,-0.0,0.0,0.02451132,0.06253976,1.387923e-07,0.0,0.0,0.0,4.7689937863936525e-40
0.54411,0.005,0.53928,0.5395,0.02453083,0.06283728,-0.0,0.0,0.0245307,0.06283728,1.376615e-07,0.0,0.0,0.0,4.313365988371664e-40
0.54461,0.005,0.53978,0.54,0.02454578,0.06313994,-0.0,0.0,0.02454564,0.06313994,1.365382e-07,0.0,0.0,0.0,3.9012700284944386e-40
0.54511,0.005,0.54028,0.5405,0.02456091,0.06344512,-0.0,0.0,0.02456077,0.06344512,1.354224e-07,0.0,0.0,0.0,3.5285466346081525e-40
0.5456,0.005,0.54078,0.541,0.02457623,0.0637523,-0.0,0.0,0.0245761,0.0637523,1.34314e-07,0.0,0.0,0.0,3.191433946962717e-40
0.5461,0.005,0.54128,0.5415,0.02459175,0.06406132,-0.0,0.0,0.02459162,0.06406132,1.33213e-07,0.0,0.0,0.0,2.8865295448146953e-40
0.54659,0.005,0.54178,0.542,0.02460738,0.06437209,-0.0,0.0,0.02460725,0.06437209,1.321194e-07,0.0,0.0,0.0,2.610756101567249e-40
0.54709,0.005,0.54228,0.5425,0.02462311,0.06468456,-0.0,0.0,0.02462298,0.06468456,1.310331e-07,0.0,0.0,0.0,2.3613303217133358e-40
0.54758,0.005,0.54278,0.543,0.02463905,0.0649987,-0.0,0.0,0.02463892,0.0649987,1.299542e-07,0.0,0.0,0.0,2.135734845979651e-40
0.54808,0.005,0.54328,0.5435,0.02466048,0.06530703,-0.0,0.0,0.02466035,0.06530703,1.288825e-07,0.0,0.0,0.0,1.9316928410395223e-40
0.54858,0.005,0.54378,0.544,0.0246766,0.06561958,-0.0,0.0,0.02467648,0.06561958,1.27818e-07,0.0,0.0,0.0,1.7471450172646112e-40
0.54907,0.005,0.54428,0.5445,0.02469291,0.06593518,-0.0,0.0,0.02469279,0.06593518,1.267607e-07,0.0,0.0,0.0,1.5802288425014327e-40
0.54957,0.005,0.54478,0.545,0.02470942,0.06625301,-0.0,0.0,0.02470929,0.06625301,1.257106e-07,0.0,0.0,0.0,1.4292597420278326e-40
0.55006,0.005,0.54528,0.5455,0.02472612,0.06657282,-0.0,0.0,0.024726,0.06657282,1.246677e-07,0.0,0.0,0.0,1.292714094899556e-40
0.55056,0.005,0.54578,0.546,0.024743,0.06689448,-0.0,0.0,0.02474287,0.06689448,1.236318e-07,0.0,0.0,0.0,1.1692138550302913e-40
0.55106,0.005,0.54628,0.5465,0.02475988,0.06721794,-0.0,0.0,0.02475976,0.06721794,1.22603e-07,0.0,0.0,0.0,1.0575126417551412e-40
0.55155,0.005,0.54678,0.547,0.02477698,0.06754315,-0.0,0.0,0.02477685,0.06754315,1.215813e-07,0.0,0.0,0.0,9.564831594598228e-41
0.55205,0.005,0.54728,0.5475,0.02480054,0.06786431,-0.0,0.0,0.02480042,0.06786431,1.205665e-07,0.0,0.0,0.0,8.651058192783157e-41
0.55254,0.005,0.54778,0.548,0.02481786,0.06818566,-0.0,0.0,0.02481774,0.06818566,1.195587e-07,0.0,0.0,0.0,7.82458447995645e-41
0.55304,0.005,0.54828,0.5485,0.02483531,0.06851151,-0.0,0.0,0.02483519,0.06851151,1.185579e-07,0.0,0.0,0.0,7.077069802696225e-41
0.55354,0.005,0.54878,0.549,0.02485296,0.06883994,-0.0,0.0,0.02485284,0.06883994,1.17564e-07,0.0,0.0,0.0,6.400970402115402e-41
0.55403,0.005,0.54928,0.5495,0.0248708,0.06917055,-0.0,0.0,0.02487068,0.06917055,1.165769e-07,0.0,0.0,0.0,5.789463273451093e-41
0.55453,0.005,0.54978,0.55,0.02488894,0.06950316,-0.0,0.0,0.02488883,0.06950316,1.155967e-07,0.0,0.0,0.0,5.236377300825987e-41
