qv,q2,ex,nu,RTTOT,RLTOT,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS,QD
0.1,0.01,5e-05,0.0005,8.000241e-09,2.205417e-08,0.0,0.0,0.0,0.0,0.0,0.0,8.000241e-09,2.205417e-08,0.0
0.1,0.01,0.00055,0.001,1.174545e-08,3.197803e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.174545e-08,3.197803e-08,0.0
0.10001,0.01,0.00105,0.0015,1.713737e-08,4.615031e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.713737e-08,4.615031e-08,0.0
0.10002,0.01,0.00155,0.002,2.485e-08,6.628617e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.485e-08,6.628617e-08,0.0
0.10003,0.01,0.00205,0.0025,3.5811e-08,9.475224e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.5811e-08,9.475224e-08,0.0
0.10004,0.01,0.00255,0.003,5.128783e-08,1.480137e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.128783e-08,1.480137e-07,0.0
0.10006,0.01,0.00305,0.0035,7.299954e-08,1.612959e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.299954e-08,1.612959e-05,0.0
0.10008,0.01,0.00355,0.004,1.032604e-07,0.002203004,0.0,0.0,0.0,0.0,0.0,0.0,1.032604e-07,0.002203004,0.0
0.1001,0.01,0.00405,0.0045,1.451629e-07,0.03488901,0.0,0.0,0.0,0.0,0.0,0.0,1.451629e-07,0.03488901,0.0
0.10012,0.01,0.00455,0.005,2.028085e-07,0.0633318,0.0,0.0,0.0,0.0,0.0,0.0,2.028085e-07,0.0633318,0.0
0.10015,0.01,0.00505,0.0055,2.815956e-07,0.01317618,0.0,0.0,0.0,0.0,0.0,0.0,2.815956e-07,0.01317618,0.0
0.10018,0.01,0.00555,0.006,3.88577e-07,0.0003151756,0.0,0.0,0.0,0.0,0.0,0.0,3.88577e-07,0.0003151756,0.0
