qv,q2,ex,nu,RTTOT,RLTOT,RTQE,RLQE,RTIE,RLIE,RTE,RLE,RTNS,RLNS,QD
0.01141,0.0001,0.0055,0.0055,1.903925e-07,6.775266e-08,-0.0,0.0,0.0,0.0,0.0,0.0,1.903925e-07,6.775266e-08,0.0
0.01166,0.0001,0.006,0.006,2.635703e-07,9.616057e-08,-0.0,0.0,0.0,0.0,0.0,0.0,2.635703e-07,9.616057e-08,0.0
0.01193,0.0001,0.0065,0.0065,3.628094e-07,1.832061e-07,-0.0,0.0,0.0,0.0,0.0,0.0,3.628094e-07,1.832061e-07,0.0
0.01221,0.0001,0.007,0.007,4.965685e-07,2.566566e-06,-0.0,0.0,0.0,0.0,0.0,0.0,4.965685e-07,2.566566e-06,0.0
0.0125,0.0001,0.0075,0.0075,6.757452e-07,1.526751e-05,-0.0,0.0,0.0,0.0,0.0,0.0,6.757452e-07,1.526751e-05,0.0
0.01281,0.0001,0.008,0.008,9.142746e-07,1.137742e-05,-0.0,0.0,0.0,0.0,0.0,0.0,9.142746e-07,1.137742e-05,0.0
0.01312,0.0001,0.0085,0.0085,1.229843e-06,1.694184e-06,-0.0,0.0,0.0,0.0,0.0,0.0,1.229843e-06,1.694184e-06,0.0
0.01345,0.0001,0.009,0.009,1.644737e-06,1.289464e-06,-0.0,0.0,0.0,0.0,0.0,0.0,1.644737e-06,1.289464e-06,0.0
0.01379,0.0001,0.0095,0.0095,2.186843e-06,2.196156e-06,-0.0,0.0,0.0,0.0,0.0,0.0,2.186843e-06,2.196156e-06,0.0
0.01414,0.0001,0.01,0.01,2.890839e-06,4.221481e-06,-0.0,0.0,0.0,0.0,0.0,0.0,2.890839e-06,4.221481e-06,0.0
0.0145,0.0001,0.0105,0.0105,3.799619e-06,1.161231e-05,-0.0,0.0,0.0,0.0,0.0,0.0,3.799619e-06,1.161231e-05,0.0
0.01487,0.0001,0.011,0.011,4.966052e-06,3.601997e-05,-0.0,0.0,0.0,0.0,0.0,0.0,4.966052e-06,3.601997e-05,0.0
0.01524,0.0001,0.0115,0.0115,6.455195e-06,0.0001138043,-0.0,0.0,0.0,0.0,0.0,0.0,6.455195e-06,0.0001138043,0.0
0.01562,0.0001,0.012,0.012,8.347199e-06,0.0003191655,-0.0,0.0,0.0,0.0,0.0,0.0,8.347199e-06,0.0003191655,0.0
0.01601,0.0001,0.0125,0.0125,1.074123e-05,0.0007071496,-0.0,0.0,0.0,0.0,0.0,0.0,1.074123e-05,0.0007071496,0.0
0.0164,0.0001,0.013,0.013,1.376083e-05,0.00120709,-0.0,0.0,0.0,0.0,0.0,0.0,1.376083e-05,0.00120709,0.0
0.0168,0.0001,0.0135,0.0135,1.757099e-05,0.001580687,-0.0,0.0,0.0,0.0,0.0,0.0,1.757099e-05,0.001580687,0.0
0.0172,0.0001,0.014,0.014,2.591727e-05,0.001638522,-0.0,0.0,0.0,0.0,0.0,0.0,2.591727e-05,0.001638522,0.0
0.01761,0.0001,0.0145,0.0145,0.0001786732,0.00288584,-0.0,0.0,0.0,0.0,0.0,0.0,0.0001786732,0.00288584,0.0
