q (GeV),nu (GeV),W^2 (GeV^2),Ex (GeV),RL (GeV^-1),RL error (GeV^-1),RT (GeV^-1),RT error (GeV^-1)
2.783,2.3901,3.3333,2.2992,2.9153,0.25046,5.102,0.070617
2.783,2.4061,3.4395,2.3186,3.6005,0.28534,5.5336,0.087656
2.783,2.4208,3.5386,2.3365,4.0271,0.54123,6.1462,0.10795
2.783,2.436,3.641,2.3551,5.2884,0.56914,6.6014,0.11032
2.783,2.4509,3.7416,2.3732,8.1727,0.74458,6.9092,0.13224
2.783,2.4656,3.8415,2.3911,8.5287,0.61322,7.44,0.11209
2.783,2.4802,3.9408,2.4089,9.2646,1.02,8.2284,0.15455
2.783,2.4919,4.0209,2.4232,8.8689,1.22,8.9553,0.1653
2.783,2.5103,4.1474,2.4457,11.604,1.3374,9.7453,0.16557
2.783,2.5212,4.2225,2.459,13.503,1.194,10.229,0.14791
2.783,2.5324,4.3003,2.4728,16.384,1.3693,10.598,0.15926
2.783,2.55,4.4232,2.4945,15.028,1.1877,12.237,0.15303
3.5,2.7316,1.2176,2.5174,0.060531,0.0096323,0.13691,0.0051774
3.5,2.7471,1.3321,2.5367,0.063697,0.010175,0.17464,0.0045268
3.5,2.7588,1.418,2.5512,0.068426,0.0079167,0.19708,0.0045353
3.5,2.7695,1.4979,2.5647,0.080073,0.012335,0.22682,0.0046929
3.5,2.779,1.5683,2.5765,0.077298,0.0090451,0.26156,0.004814
3.5,2.7878,1.634,2.5875,0.12117,0.013872,0.27293,0.0050497
3.5,2.7964,1.6979,2.5983,0.12474,0.012249,0.3159,0.0051853
3.5,2.8063,1.7719,2.6106,0.10049,0.011622,0.35856,0.0060709
3.5,2.8151,1.8376,2.6216,0.16017,0.014252,0.3758,0.0061772
3.5,2.8231,1.8982,2.6317,0.13349,0.01136,0.42388,0.0055914
3.5,2.8307,1.9554,2.6412,0.22302,0.025846,0.44931,0.0077151
3.5,2.8365,1.9991,2.6485,0.14909,0.018201,0.50305,0.0074646
3.5,2.8418,2.0393,2.6551,0.18089,0.028807,0.52489,0.0086053
3.5,2.8466,2.0756,2.6612,0.19887,0.02509,0.55045,0.0094602
3.5,2.8508,2.1072,2.6664,0.12548,0.030364,0.611,0.015017
3.5,2.8542,2.1328,2.6706,0.18965,0.032283,0.60247,0.0098907
3.5,2.8579,2.1613,2.6753,0.15913,0.03193,0.64505,0.009862
3.5,2.8625,2.1958,2.681,0.20578,0.029572,0.66751,0.010925
3.5,2.8673,2.2323,2.6871,0.19727,0.040704,0.7047,0.015962
3.5,2.8706,2.2577,2.6913,0.23943,0.031043,0.70897,0.011785
3.5,2.8737,2.2813,2.6952,0.28435,0.039293,0.72017,0.012047
3.5,2.8783,2.316,2.7009,0.28936,0.026236,0.76156,0.012067
3.5,2.883,2.3523,2.7069,0.26396,0.047814,0.82135,0.017962
3.5,2.8864,2.3781,2.7111,0.27287,0.044815,0.85202,0.014711
3.5,2.8896,2.4029,2.7152,0.283,0.032495,0.86737,0.01178
3.5,2.8945,2.44,2.7213,0.31507,0.042093,0.90726,0.013569
3.5,2.8994,2.4776,2.7275,0.32645,0.043486,0.95143,0.013739
3.5,2.9042,2.5147,2.7335,0.31641,0.031432,1.0067,0.013442
3.5,2.9074,2.5395,2.7376,0.26832,0.061155,1.0733,0.024272
3.5,2.9107,2.5649,2.7418,0.47841,0.054698,1.0501,0.016103
3.5,2.9155,2.6014,2.7477,0.39428,0.055875,1.1196,0.016347
3.5,2.9199,2.6358,2.7534,0.36123,0.03211,1.1639,0.014365
3.5,2.9247,2.6726,2.7594,0.37815,0.072058,1.2299,0.023877
3.5,2.928,2.6981,2.7635,0.44227,0.055494,1.2505,0.018689
3.5,2.9309,2.7208,2.7673,0.33174,0.038751,1.3416,0.015331
3.5,2.9354,2.7554,2.7729,0.41761,0.086986,1.3648,0.028561
3.5,2.9384,2.7785,2.7766,0.49401,0.091082,1.3772,0.023849
3.5,2.9416,2.8034,2.7807,0.62788,0.087469,1.4112,0.022324
3.5,2.9464,2.8405,2.7867,0.50533,0.043049,1.4893,0.018208
3.5,2.9509,2.8753,2.7924,0.64661,0.084542,1.5201,0.029043
3.5,2.9538,2.898,2.7961,0.64316,0.10854,1.5649,0.025918
3.5,2.9568,2.9216,2.7999,0.55967,0.096259,1.6233,0.023022
3.5,2.9613,2.9568,2.8056,0.54402,0.057445,1.7203,0.021057
3.5,2.9642,2.9795,2.8093,0.53784,0.12699,1.7514,0.036845
3.5,2.9671,3.0019,2.8129,0.77306,0.15485,1.7422,0.029812
3.5,2.9715,3.0361,2.8185,0.7518,0.079652,1.8416,0.025814
3.5,2.9743,3.0586,2.8221,0.66519,0.060477,1.8897,0.023294
3.5,2.9773,3.0814,2.8258,0.67577,0.11173,1.933,0.025137
3.5,2.9818,3.1171,2.8316,0.91947,0.10249,1.9585,0.026529
3.5,2.9852,3.144,2.8359,0.86803,0.14928,2.0496,0.042881
3.5,2.9919,3.1963,2.8444,0.74547,0.082938,2.2074,0.029376
3.5,2.9947,3.2182,2.8479,0.92689,0.21701,2.191,0.044929
3.5,2.9974,3.2398,2.8514,0.80541,0.11056,2.2962,0.029273
3.5,3.0008,3.2665,2.8557,0.35695,0.12843,2.5162,0.032791
3.5,3.0072,3.3168,2.8638,0.84949,0.089527,2.4918,0.032927
3.5,3.0099,3.3383,2.8672,1.085,0.24655,2.496,0.052791
3.5,3.0126,3.3594,2.8706,1.2993,0.13152,2.4808,0.031218
3.5,3.0152,3.3797,2.8739,0.83193,0.16985,2.6779,0.038651
3.5,3.0179,3.401,2.8773,1.256,0.16077,2.6354,0.0325
3.5,3.0205,3.4217,2.8806,0.87561,0.25862,2.772,0.069118
3.5,3.0229,3.4411,2.8837,1.2637,0.15206,2.7486,0.031792
3.5,3.0254,3.4607,2.8869,1.3773,0.14463,2.7391,0.046596
3.5,3.028,3.4813,2.8902,1.974,0.17404,2.6904,0.032952
3.5,3.0306,3.5019,2.8935,1.3909,0.28096,2.8768,0.073036
3.5,3.0329,3.5204,2.8964,1.5754,0.15559,2.8964,0.031595
3.5,3.0377,3.5586,2.9025,1.654,0.10111,2.9747,0.034607
3.5,3.0401,3.5778,2.9056,1.1627,0.40592,3.1564,0.072361
3.5,3.0425,3.5969,2.9087,2.1119,0.17841,2.9997,0.049067
3.5,3.045,3.6165,2.9118,0.84135,0.40099,3.3497,0.060335
3.5,3.0471,3.6332,2.9145,1.7753,0.3533,3.2425,0.099153
3.5,3.0494,3.6519,2.9174,1.7223,0.13583,3.3084,0.033555
3.5,3.0507,3.6617,2.919,1.9286,0.38753,3.2723,0.085795
3.5,3.0528,3.679,2.9218,1.8301,0.17511,3.3689,0.043759
3.5,3.0551,3.6971,2.9247,1.6169,0.43607,3.4528,0.068803
3.5,3.0573,3.7145,2.9274,1.9564,0.41753,3.5058,0.11968
3.5,3.0594,3.7316,2.9302,1.9847,0.1197,3.5303,0.03352
3.5,3.0625,3.7558,2.934,2.7387,0.22165,3.3678,0.059639
3.5,3.066,3.7845,2.9386,1.7278,0.50187,3.7894,0.13178
3.5,3.0707,3.8221,2.9446,2.6226,0.47685,3.8117,0.11289
3.5,3.073,3.8405,2.9475,2.1027,0.13148,3.916,0.040069
3.5,3.0754,3.8597,2.9505,1.6102,0.53213,4.0909,0.10246
3.5,3.0779,3.8793,2.9537,1.8593,0.22604,4.1315,0.051443
3.5,3.0827,3.9184,2.9598,1.4218,0.27458,4.3793,0.067878
3.5,3.0852,3.9385,2.963,3.1201,0.28201,4.1331,0.064775
3.5,3.0877,3.9583,2.9662,1.7347,0.29184,4.4778,0.071321
3.5,3.0902,3.9785,2.9694,3.1562,0.58513,4.2931,0.10223
3.5,3.0928,3.9996,2.9727,1.9631,0.29074,4.6166,0.061874
3.5,3.0954,4.0202,2.976,3.018,0.28455,4.4565,0.074955
3.5,3.0979,4.0408,2.9792,3.5,0.31017,4.5991,0.061585
3.5,3.1004,4.0612,2.9825,2.8,0.55594,4.7193,0.11713
3.5,3.1032,4.0832,2.986,3.194,0.41671,4.7298,0.073225
3.5,3.1071,4.1149,2.991,2.4197,0.59398,5.0718,0.14095
3.5,3.1097,4.1362,2.9943,3.6622,0.60775,4.8564,0.097389
3.5,3.1129,4.1618,2.9984,4.0858,0.23593,4.8729,0.065079
3.5,3.1169,4.1943,3.0035,2.9974,0.6157,5.2933,0.14011
3.5,3.1197,4.2172,3.0071,4.017,0.44854,5.1844,0.084489
3.5,3.1229,4.2434,3.0112,3.5077,0.48757,5.4563,0.077787
3.5,3.1273,4.2786,3.0168,5.0476,0.48413,5.2363,0.10532
3.5,3.13,4.301,3.0203,4.1666,0.54585,5.5996,0.10661
3.5,3.133,4.3252,3.0241,4.4527,0.56281,5.63,0.089574
3.5,3.1376,4.3628,3.03,5.5472,0.49205,5.6516,0.095207
3.5,3.1423,4.4008,3.036,5.391,0.52876,5.8936,0.10287
3.5,3.147,4.4394,3.042,5.7301,0.62221,6.1219,0.12194
3.5,3.1517,4.4775,3.048,5.9022,0.65635,6.2542,0.12503
3.5,3.1563,4.5155,3.054,5.6556,0.76865,6.5744,0.14769
3.5,3.1609,4.5536,3.0599,5.0499,0.74359,6.9308,0.13603
3.5,3.1662,4.5963,3.0666,6.8922,0.76979,6.9161,0.13151
3.5,3.1717,4.6422,3.0738,7.7768,1.0483,6.9575,0.18877
3.5,3.1915,4.8048,3.0991,7.448,0.95872,8.1784,0.15484
