q (GeV),nu (GeV),W^2 (GeV^2),Ex (GeV),RL (GeV^-1),RL error (GeV^-1),RT (GeV^-1),RT error (GeV^-1)
3.5,3.0707,3.8221,2.9446,0.0026226,0.00047685,0.0038117,0.00011289
3.5,3.073,3.8405,2.9475,0.0021027,0.00013148,0.003916,4.0069e-05
3.5,3.0754,3.8597,2.9505,0.0016102,0.00053213,0.0040909,0.00010246
3.5,3.0779,3.8793,2.9537,0.0018593,0.00022604,0.0041315,5.1443e-05
3.5,3.0827,3.9184,2.9598,0.0014218,0.00027458,0.0043793,6.7878e-05
3.5,3.0852,3.9385,2.963,0.0031201,0.00028201,0.0041331,6.4775e-05
3.5,3.0877,3.9583,2.9662,0.0017347,0.00029184,0.0044778,7.1321e-05
3.5,3.0902,3.9785,2.9694,0.0031562,0.00058513,0.0042931,0.00010223
3.5,3.0928,3.9996,2.9727,0.0019631,0.00029074,0.0046166,6.1874e-05
3.5,3.0954,4.0202,2.976,0.003018,0.00028455,0.0044565,7.4955e-05
3.5,3.0979,4.0408,2.9792,0.0035,0.00031017,0.0045991,6.1585e-05
3.5,3.1004,4.0612,2.9825,0.0028,0.00055594,0.0047193,0.00011713
3.5,3.1032,4.0832,2.986,0.003194,0.00041671,0.0047298,7.3225e-05
3.5,3.1071,4.1149,2.991,0.0024197,0.00059398,0.0050718,0.00014095
3.5,3.1097,4.1362,2.9943,0.0036622,0.00060775,0.0048564,9.7389e-05
3.5,3.1129,4.1618,2.9984,0.0040858,0.00023593,0.0048729,6.5079e-05
3.5,3.1169,4.1943,3.0035,0.0029974,0.0006157,0.0052933,0.00014011
3.5,3.1197,4.2172,3.0071,0.004017,0.00044854,0.0051844,8.4489e-05
3.5,3.1229,4.2434,3.0112,0.0035077,0.00048757,0.0054563,7.7787e-05
3.5,3.1273,4.2786,3.0168,0.0050476,0.00048413,0.0052363,0.00010532
3.5,3.13,4.301,3.0203,0.0041666,0.00054585,0.0055996,0.00010661
3.5,3.133,4.3252,3.0241,0.0044527,0.00056281,0.00563,8.9574e-05
3.5,3.1376,4.3628,3.03,0.0055472,0.00049205,0.0056516,9.5207e-05
3.5,3.1423,4.4008,3.036,0.005391,0.00052876,0.0058936,0.00010287
3.5,3.147,4.4394,3.042,0.0057301,0.00062221,0.0061219,0.00012194
3.5,3.1517,4.4775,3.048,0.0059022,0.00065635,0.0062542,0.00012503
3.5,3.1563,4.5155,3.054,0.0056556,0.00076865,0.0065744,0.00014769
3.5,3.1609,4.5536,3.0599,0.0050499,0.00074359,0.0069308,0.00013603
3.5,3.1662,4.5963,3.0666,0.0068922,0.00076979,0.0069161,0.00013151
3.5,3.1717,4.6422,3.0738,0.0077768,0.0010483,0.0069575,0.00018877
3.5,3.1915,4.8048,3.0991,0.007448,0.00095872,0.0081784,0.00015484
