q (GeV),nu (GeV),W^2 (GeV^2),Ex (GeV),RL (GeV^-1),RL error (GeV^-1),RT (GeV^-1),RT error (GeV^-1)
3.5,2.7316,1.2176,2.5174,6.0531e-05,9.6323e-06,0.00013691,5.1774e-06
3.5,2.7471,1.3321,2.5367,6.3697e-05,1.0175e-05,0.00017464,4.5268e-06
3.5,2.7588,1.418,2.5512,6.8426e-05,7.9167e-06,0.00019708,4.5353e-06
3.5,2.7695,1.4979,2.5647,8.0073e-05,1.2335e-05,0.00022682,4.6929e-06
3.5,2.779,1.5683,2.5765,7.7298e-05,9.0451e-06,0.00026156,4.814e-06
3.5,2.7878,1.634,2.5875,0.00012117,1.3872e-05,0.00027293,5.0497e-06
3.5,2.7964,1.6979,2.5983,0.00012474,1.2249e-05,0.0003159,5.1853e-06
3.5,2.8063,1.7719,2.6106,0.00010049,1.1622e-05,0.00035856,6.0709e-06
3.5,2.8151,1.8376,2.6216,0.00016017,1.4252e-05,0.0003758,6.1772e-06
3.5,2.8231,1.8982,2.6317,0.00013349,1.136e-05,0.00042388,5.5914e-06
3.5,2.8307,1.9554,2.6412,0.00022302,2.5846e-05,0.00044931,7.7151e-06
3.5,2.8365,1.9991,2.6485,0.00014909,1.8201e-05,0.00050305,7.4646e-06
3.5,2.8418,2.0393,2.6551,0.00018089,2.8807e-05,0.00052489,8.6053e-06
3.5,2.8466,2.0756,2.6612,0.00019887,2.509e-05,0.00055045,9.4602e-06
3.5,2.8508,2.1072,2.6664,0.00012548,3.0364e-05,0.000611,1.5017e-05
3.5,2.8542,2.1328,2.6706,0.00018965,3.2283e-05,0.00060247,9.8907e-06
3.5,2.8579,2.1613,2.6753,0.00015913,3.193e-05,0.00064505,9.862e-06
3.5,2.8625,2.1958,2.681,0.00020578,2.9572e-05,0.00066751,1.0925e-05
3.5,2.8673,2.2323,2.6871,0.00019727,4.0704e-05,0.0007047,1.5962e-05
3.5,2.8706,2.2577,2.6913,0.00023943,3.1043e-05,0.00070897,1.1785e-05
3.5,2.8737,2.2813,2.6952,0.00028435,3.9293e-05,0.00072017,1.2047e-05
3.5,2.8783,2.316,2.7009,0.00028936,2.6236e-05,0.00076156,1.2067e-05
3.5,2.883,2.3523,2.7069,0.00026396,4.7814e-05,0.00082135,1.7962e-05
3.5,2.8864,2.3781,2.7111,0.00027287,4.4815e-05,0.00085202,1.4711e-05
3.5,2.8896,2.4029,2.7152,0.000283,3.2495e-05,0.00086737,1.178e-05
3.5,2.8945,2.44,2.7213,0.00031507,4.2093e-05,0.00090726,1.3569e-05
3.5,2.8994,2.4776,2.7275,0.00032645,4.3486e-05,0.00095143,1.3739e-05
3.5,2.9042,2.5147,2.7335,0.00031641,3.1432e-05,0.0010067,1.3442e-05
3.5,2.9074,2.5395,2.7376,0.00026832,6.1155e-05,0.0010733,2.4272e-05
3.5,2.9107,2.5649,2.7418,0.00047841,5.4698e-05,0.0010501,1.6103e-05
3.5,2.9155,2.6014,2.7477,0.00039428,5.5875e-05,0.0011196,1.6347e-05
3.5,2.9199,2.6358,2.7534,0.00036123,3.211e-05,0.0011639,1.4365e-05
3.5,2.9247,2.6726,2.7594,0.00037815,7.2058e-05,0.0012299,2.3877e-05
3.5,2.928,2.6981,2.7635,0.00044227,5.5494e-05,0.0012505,1.8689e-05
3.5,2.9309,2.7208,2.7673,0.00033174,3.8751e-05,0.0013416,1.5331e-05
3.5,2.9354,2.7554,2.7729,0.00041761,8.6986e-05,0.0013648,2.8561e-05
3.5,2.9384,2.7785,2.7766,0.00049401,9.1082e-05,0.0013772,2.3849e-05
3.5,2.9416,2.8034,2.7807,0.00062788,8.7469e-05,0.0014112,2.2324e-05
3.5,2.9464,2.8405,2.7867,0.00050533,4.3049e-05,0.0014893,1.8208e-05
3.5,2.9509,2.8753,2.7924,0.00064661,8.4542e-05,0.0015201,2.9043e-05
3.5,2.9538,2.898,2.7961,0.00064316,0.00010854,0.0015649,2.5918e-05
3.5,2.9568,2.9216,2.7999,0.00055967,9.6259e-05,0.0016233,2.3022e-05
3.5,2.9613,2.9568,2.8056,0.00054402,5.7445e-05,0.0017203,2.1057e-05
3.5,2.9642,2.9795,2.8093,0.00053784,0.00012699,0.0017514,3.6845e-05
3.5,2.9671,3.0019,2.8129,0.00077306,0.00015485,0.0017422,2.9812e-05
3.5,2.9715,3.0361,2.8185,0.0007518,7.9652e-05,0.0018416,2.5814e-05
3.5,2.9743,3.0586,2.8221,0.00066519,6.0477e-05,0.0018897,2.3294e-05
3.5,2.9773,3.0814,2.8258,0.00067577,0.00011173,0.001933,2.5137e-05
3.5,2.9818,3.1171,2.8316,0.00091947,0.00010249,0.0019585,2.6529e-05
3.5,2.9852,3.144,2.8359,0.00086803,0.00014928,0.0020496,4.2881e-05
3.5,2.9919,3.1963,2.8444,0.00074547,8.2938e-05,0.0022074,2.9376e-05
3.5,2.9947,3.2182,2.8479,0.00092689,0.00021701,0.002191,4.4929e-05
3.5,2.9974,3.2398,2.8514,0.00080541,0.00011056,0.0022962,2.9273e-05
3.5,3.0008,3.2665,2.8557,0.00035695,0.00012843,0.0025162,3.2791e-05
3.5,3.0072,3.3168,2.8638,0.00084949,8.9527e-05,0.0024918,3.2927e-05
3.5,3.0099,3.3383,2.8672,0.001085,0.00024655,0.002496,5.2791e-05
3.5,3.0126,3.3594,2.8706,0.0012993,0.00013152,0.0024808,3.1218e-05
3.5,3.0152,3.3797,2.8739,0.00083193,0.00016985,0.0026779,3.8651e-05
3.5,3.0179,3.401,2.8773,0.001256,0.00016077,0.0026354,3.25e-05
3.5,3.0205,3.4217,2.8806,0.00087561,0.00025862,0.002772,6.9118e-05
3.5,3.0229,3.4411,2.8837,0.0012637,0.00015206,0.0027486,3.1792e-05
3.5,3.0254,3.4607,2.8869,0.0013773,0.00014463,0.0027391,4.6596e-05
3.5,3.028,3.4813,2.8902,0.001974,0.00017404,0.0026904,3.2952e-05
3.5,3.0306,3.5019,2.8935,0.0013909,0.00028096,0.0028768,7.3036e-05
3.5,3.0329,3.5204,2.8964,0.0015754,0.00015559,0.0028964,3.1595e-05
3.5,3.0377,3.5586,2.9025,0.001654,0.00010111,0.0029747,3.4607e-05
3.5,3.0401,3.5778,2.9056,0.0011627,0.00040592,0.0031564,7.2361e-05
3.5,3.0425,3.5969,2.9087,0.0021119,0.00017841,0.0029997,4.9067e-05
3.5,3.045,3.6165,2.9118,0.00084135,0.00040099,0.0033497,6.0335e-05
3.5,3.0471,3.6332,2.9145,0.0017753,0.0003533,0.0032425,9.9153e-05
3.5,3.0494,3.6519,2.9174,0.0017223,0.00013583,0.0033084,3.3555e-05
3.5,3.0507,3.6617,2.919,0.0019286,0.00038753,0.0032723,8.5795e-05
3.5,3.0528,3.679,2.9218,0.0018301,0.00017511,0.0033689,4.3759e-05
3.5,3.0551,3.6971,2.9247,0.0016169,0.00043607,0.0034528,6.8803e-05
3.5,3.0573,3.7145,2.9274,0.0019564,0.00041753,0.0035058,0.00011968
3.5,3.0594,3.7316,2.9302,0.0019847,0.0001197,0.0035303,3.352e-05
3.5,3.0625,3.7558,2.934,0.0027387,0.00022165,0.0033678,5.9639e-05
3.5,3.066,3.7845,2.9386,0.0017278,0.00050187,0.0037894,0.00013178
