q (GeV),nu (GeV),W^2 (GeV^2),Ex (GeV),RL (GeV^-1),RL error (GeV^-1),RT (GeV^-1),RT error (GeV^-1)
0.1,0.012701,0.89435,0.012261,0.029546,0.013219,0.00013245,0.00011757
0.1,0.017422,0.90335,0.016989,0.0017861,0.0051491,0.0034851,0.00041493
0.1,0.022608,0.91329,0.022184,0.039522,0.0083392,0.0086646,0.0010236
0.1,0.027554,0.92282,0.02714,0.029514,0.0078519,0.0094028,0.0013341
0.1,0.017263,0.90305,0.016829,0.025703,0.0049739,6.3466e-05,0.00069119
0.1,0.022226,0.91256,0.021801,0.029621,0.0046652,0.0076767,0.00093594
0.1,0.027336,0.9224,0.026922,0.031971,0.0043962,0.010621,0.0011971
0.1,0.032804,0.93299,0.032404,0.021771,0.0033394,0.005363,0.00078238
0.1,0.038154,0.94341,0.037771,0.017497,0.0027991,0.0022843,0.00066565
0.1,0.041403,0.94977,0.041033,0.014077,0.0025311,0.00097163,0.00050866
0.1,0.046844,0.96046,0.046495,0.0088256,0.0021346,0.0010611,0.00047818
