6.000000000000000000e+02,2.500000000000000000e+01,2.000000000000000000e+00,2.032978656219665936e+01,4.188124961717909933e+00
6.000000000000000000e+02,2.500000000000000000e+01,6.000000000000000000e+00,6.047073461315056875e+02,3.905056468517466239e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.000000000000000000e+01,3.123051856239558788e+02,2.776614456017073795e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.400000000000000000e+01,1.590790134407824041e+02,1.993700149310335457e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.800000000000000000e+01,1.916883214091097898e+02,2.165921535371504003e+00
6.000000000000000000e+02,2.500000000000000000e+01,2.200000000000000000e+01,2.130296025688537327e+02,2.273218887106750241e+00
6.000000000000000000e+02,2.500000000000000000e+01,2.600000000000000000e+01,2.301535182320258457e+02,2.354331358746711622e+00
6.000000000000000000e+02,2.500000000000000000e+01,3.000000000000000000e+01,2.420536235558351734e+02,2.407035771780894340e+00
6.000000000000000000e+02,2.500000000000000000e+01,3.400000000000000000e+01,2.439099769816389198e+02,2.417006455689140854e+00
6.000000000000000000e+02,2.500000000000000000e+01,3.800000000000000000e+01,2.477086442230683758e+02,2.432736766066809775e+00
6.000000000000000000e+02,2.500000000000000000e+01,4.200000000000000000e+01,2.495395018216598544e+02,2.440589280434718678e+00
6.000000000000000000e+02,2.500000000000000000e+01,4.600000000000000000e+01,2.567624204851808827e+02,2.476817383569387410e+00
6.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+01,2.486630603178064689e+02,2.432042694658456128e+00
6.000000000000000000e+02,2.500000000000000000e+01,5.400000000000000000e+01,2.470407710293750938e+02,2.422625692010436094e+00
6.000000000000000000e+02,2.500000000000000000e+01,5.800000000000000000e+01,2.412562342366145458e+02,2.400984317534237356e+00
6.000000000000000000e+02,2.500000000000000000e+01,6.200000000000000000e+01,2.291283235441513284e+02,2.332878143762217693e+00
6.000000000000000000e+02,2.500000000000000000e+01,6.600000000000000000e+01,2.189020333151375439e+02,2.283541774501812949e+00
6.000000000000000000e+02,2.500000000000000000e+01,7.000000000000000000e+01,2.031432511794223217e+02,2.200645980306495719e+00
6.000000000000000000e+02,2.500000000000000000e+01,7.400000000000000000e+01,1.748651396466526649e+02,1.604650096953296856e+00
6.000000000000000000e+02,2.500000000000000000e+01,7.800000000000000000e+01,1.591508547642137898e+02,1.531233796074002562e+00
6.000000000000000000e+02,2.500000000000000000e+01,8.200000000000000000e+01,1.500876647421029020e+02,1.488356736688963622e+00
6.000000000000000000e+02,2.500000000000000000e+01,8.600000000000000000e+01,1.360149815579407004e+02,1.417625939175252148e+00
6.000000000000000000e+02,2.500000000000000000e+01,9.000000000000000000e+01,1.306267785703550146e+02,1.389190635616709857e+00
6.000000000000000000e+02,2.500000000000000000e+01,9.400000000000000000e+01,1.178874102215793300e+02,1.326974678353315396e+00
6.000000000000000000e+02,2.500000000000000000e+01,9.800000000000000000e+01,1.094592600949537058e+02,1.281662588344177234e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.020000000000000000e+02,1.002467920488006854e+02,1.226429711940651313e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.060000000000000000e+02,9.474451526882712926e+01,1.194038884411239065e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.100000000000000000e+02,8.603689874321590025e+01,1.140213693197987155e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.140000000000000000e+02,8.254029215956313692e+01,1.117153090645932378e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.180000000000000000e+02,7.614672148439935029e+01,1.074646856148525842e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.220000000000000000e+02,7.240284042783838458e+01,1.050076864822343969e+00
6.000000000000000000e+02,2.500000000000000000e+01,1.260000000000000000e+02,6.872425619249756323e+01,9.164270557233678005e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.300000000000000000e+02,6.672514887552489427e+01,9.018855221315575932e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.340000000000000000e+02,6.440079199030752477e+01,8.885180332430658856e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.380000000000000000e+02,6.283374908298607409e+01,8.799117787545747138e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.420000000000000000e+02,5.951246070124010856e+01,8.557791141437105509e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.460000000000000000e+02,5.740803220974337506e+01,8.413267279325619130e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.500000000000000000e+02,5.534417646235914390e+01,8.300832909399121773e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.540000000000000000e+02,5.347637046924315030e+01,8.155372719449144325e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.580000000000000000e+02,5.316220749861054173e+01,8.147004007184230900e-01
6.000000000000000000e+02,2.500000000000000000e+01,1.620000000000000000e+02,5.203573656783182599e+01,8.064222555047320107e-01
